,40422 ,,,,,,,September 2010,,,
證  券  名  稱,成   交   值,成  交  量,成交筆數,均    價,收盤均價,月    底,盤中最高價,,盤中最低價,,成 交 量
,,,,(註一),(註二),收 盤 價,,日    期,,日    期,週轉率(％)
Security's,Trading,Trading,No. of,Average,Cls. Avg.,End-of-,Monthly,Date of,Monthly,Date of,Volume
Code & Name,Value,Volume,Trans.,Price,Price,Month,High,Monthly,Low,Monthly,Turnover
,,,,(Note 1),(Note 2),Closing,,High,,Low,Rate(％)
01 水泥工業類,,,,,,,,,,,
Cement,,,,,,,,,,,
1101  台泥,11650767546 ,361430198 ,93141 ,32.24,32.36,33.40,34.10,09/29,29.50,09/01,10.98
1102  亞泥,3596486702 ,116054055 ,31959 ,30.99,30.98,31.85,32.00,09/29,28.85,09/01,3.77
1103  嘉泥,429622090 ,27762733 ,7493 ,15.47,15.41,15.15,15.95,09/20,15.10,09/01,3.79
1104  環泥,354144733 ,21056056 ,6739 ,16.82,16.72,17.15,17.50,09/21,16.05,09/01,3.49
1108  幸福,50597960 ,6646172 ,2199 ,7.61,7.59,7.55,7.79,09/02,7.50,09/28,1.64
1109  信大,23405554 ,2378692 ,876 ,9.84,9.83,9.89,9.96,09/30,9.60,09/01,0.57
1110  東泥,132172428 ,10598158 ,3006 ,12.47,12.43,12.55,12.95,09/27,11.85,09/01,1.85
02 食品工業類,,,,,,,,,,,
Foods,,,,,,,,,,,
1201  味全,3741289227 ,105986819 ,36448 ,35.30,34.67,37.45,38.10,09/30,32.70,09/01,20.94
1203  味王,199753799 ,7908869 ,3507 ,25.26,25.06,24.25,27.00,09/14,23.80,09/15,3.30
1210  大成,2259817146 ,72756036 ,24956 ,31.06,30.36,31.10,32.55,09/27,29.00,09/01,14.71
1213  大飲,493062524 ,19340302 ,8853 ,25.49,24.87,24.65,29.15,09/08,21.80,09/02,37.57
1215  卜蜂,2010598034 ,105742684 ,32027 ,19.01,18.57,19.10,20.50,09/21,17.20,09/01,45.57
1216  統一,8473379395 ,215513392 ,70257 ,39.32,38.92,40.55,42.20,09/28,37.05,09/03,5.03
1217  愛之味,3817464971 ,268997405 ,62187 ,14.19,13.71,14.10,15.45,09/21,12.20,09/01,60.09
1218  泰山,1885675754 ,110870106 ,34934 ,17.01,16.82,17.20,18.10,09/23,15.40,09/01,33.29
1219  福壽,268500376 ,20124613 ,6510 ,13.34,13.22,13.70,13.90,09/27,12.40,09/01,7.09
1220  台榮,184421278 ,14402200 ,5392 ,12.81,12.75,12.90,13.80,09/15,11.90,09/02,8.13
1225  福懋油,538569117 ,36183652 ,11263 ,14.88,14.52,15.35,15.95,09/29,13.85,09/01,20.69
1227  佳格,3212036331 ,42273038 ,23909 ,75.98,75.78,74.60,80.80,09/06,72.80,09/02,11.40
1229  聯華,2307573683 ,116582850 ,27554 ,19.79,19.72,19.85,20.50,09/21,18.60,09/13,14.31
1231  聯華食,1005090738 ,39893109 ,13234 ,25.19,25.10,24.10,26.75,09/10,23.10,09/29,34.56
1232  大統益,113840872 ,2817070 ,1542 ,40.41,40.39,40.80,41.30,09/27,39.00,09/03,1.76
1233  天仁,109134061 ,2112260 ,1323 ,51.67,51.51,50.60,53.60,09/23,50.60,09/30,2.33
1234  黑松,713999293 ,29924882 ,8467 ,23.86,23.63,24.35,25.05,09/27,22.80,09/01,5.58
1235  興泰,901546988 ,16454448 ,9872 ,54.79,52.80,48.55,64.60,09/01,44.05,09/13,30.17
1236  宏亞,126834680 ,5414217 ,2714 ,23.43,23.62,23.60,24.60,09/07,21.70,09/01,5.88
1702  南僑,6957459193 ,163943943 ,66475 ,42.44,41.96,44.45,46.85,09/21,33.35,09/01,55.74
03 塑膠工業類,,,,,,,,,,,
Plastics,,,,,,,,,,,
1301  台塑,15464957367 ,207266220 ,51900 ,74.61,74.37,76.70,77.80,09/27,70.50,09/01,3.39
1303  南亞,14405949199 ,218823992 ,55838 ,65.83,66.00,68.40,69.00,09/29,61.40,09/01,2.79
1304  台聚,12686586570 ,501878807 ,113654 ,25.28,24.99,25.80,27.60,09/24,20.20,09/01,58.09
1305  華夏,878919650 ,73109269 ,14568 ,12.02,11.85,11.70,12.55,09/16,11.10,09/01,17.21
1307  三芳,824200466 ,21831804 ,7176 ,37.75,37.22,38.60,39.90,09/29,34.75,09/01,7.00
1308  亞聚,3051116994 ,101169945 ,32297 ,30.16,29.97,30.90,32.60,09/21,27.30,09/01,32.31
1309  台達化,353029429 ,29656638 ,7578 ,11.90,11.82,11.85,12.45,09/28,11.25,09/01,10.64
1310  台苯,827722358 ,60155316 ,15865 ,13.76,13.67,13.60,14.25,09/15,13.20,09/01,10.37
1312  國喬,2916868553 ,190841280 ,36680 ,15.28,15.07,15.10,15.95,09/20,14.30,09/01,21.05
1312A 國喬特,15140200 ,836000 ,328 ,18.11,18.12,18.20,18.40,09/20,17.70,09/01,4.18
1313  聯成,3338583819 ,166481837 ,31413 ,20.05,19.85,19.90,21.55,09/20,19.00,09/01,16.17
1314  中石化,6290145373 ,299193686 ,57477 ,21.02,20.96,22.30,22.65,09/29,19.10,09/01,16.67
1315  達新,68264011 ,2905504 ,1223 ,23.49,22.79,24.00,25.10,09/29,21.85,09/02,1.32
1316  上曜,21854953 ,2028417 ,643 ,10.77,10.78,10.85,11.20,09/07,10.35,09/23,3.11
1319  東陽,4339238282 ,86103253 ,34100 ,50.40,50.69,53.80,54.90,09/30,46.50,09/08,16.22
1321  大洋,117897155 ,5280005 ,2130 ,22.33,22.26,22.75,23.10,09/27,21.20,09/06,2.32
1323  永裕,229302675 ,10201571 ,4067 ,22.48,22.30,22.85,23.50,09/09,20.70,09/01,12.32
1324  地球,428992776 ,17983638 ,8382 ,23.85,23.55,23.40,25.35,09/06,22.95,09/10,23.94
1325  恆大,513326606 ,19279842 ,6420 ,26.63,25.86,25.50,27.55,09/09,24.50,09/03,20.39
1326  台化,7236242250 ,96988355 ,34362 ,74.61,74.49,75.50,77.10,09/29,70.80,09/01,1.70
1715  亞化,1115650143 ,53926101 ,14692 ,20.69,20.56,19.80,21.45,09/06,19.60,09/28,21.65
